iter	Logloss
294	0.09376437035
295	0.09355470521
296	0.09319818296
297	0.09284927944
298	0.09264347652
299	0.09241472282
300	0.09229561495
301	0.09212899454
302	0.09172752249
303	0.09169936837
304	0.09151380028
305	0.09124406484
306	0.09117931144
307	0.09096813574
308	0.09070528271
309	0.09060406488
310	0.09038446923
311	0.09032752062
312	0.09010487709
313	0.08955693665
314	0.08933605206
315	0.08908362095
316	0.08906357081
317	0.08894579945
318	0.08881906499
319	0.08870939732
320	0.08861515238
321	0.08849127582
322	0.08828686959
323	0.08804099144
324	0.08771798185
325	0.08746033339
326	0.08696529687
327	0.08633158488
328	0.08612784663
329	0.08589934434
330	0.08570657915
331	0.08523555783
332	0.08501004045
333	0.084779032
334	0.08432519806
335	0.08403080399
336	0.08346072759
337	0.08313746448
338	0.08283084656
339	0.08251437132
340	0.08235133653
341	0.08203405244
342	0.0819822901
343	0.08188679068
344	0.08174615734
345	0.08171172143
346	0.08169117336
347	0.08153705863
348	0.08134541559
349	0.08126131273
350	0.08098059664
351	0.08069558016
352	0.08052860437
353	0.08014715512
354	0.07967536866
355	0.07936288952
356	0.079230767
357	0.07918702062
358	0.07906303184
359	0.07887662782
360	0.07859129884
361	0.0785720388
362	0.07845539518
363	0.078134264
364	0.07792351747
365	0.0775267198
366	0.07725654674
367	0.07707568856
368	0.07685287714
369	0.07671740372
370	0.07653156473
371	0.07635950109
372	0.07623394353
373	0.07611591723
374	0.0760756634
375	0.07598883903
376	0.07591635929
377	0.07576677651
378	0.07554240657
379	0.07543136214
380	0.07529265233
381	0.07506026991
382	0.07469304787
383	0.07448068144
384	0.07412885068
385	0.07392187154
386	0.07360660531
387	0.0734121971
388	0.07325694302
389	0.07320708743
390	0.07309989924
391	0.07300227792
392	0.07296569469
393	0.07281937976
394	0.07263322821
395	0.07248571656
396	0.07230477137
397	0.07193272233
398	0.07185820937
399	0.07163109856
400	0.07141173598
401	0.07135386149
402	0.0712242327
403	0.07105744849
404	0.07090314183
405	0.07084005462
406	0.0707025882
407	0.07055069124
408	0.07040852435
409	0.07031024724
410	0.07024775344
411	0.07007154753
412	0.0699659064
413	0.06977347184
414	0.06974780849
415	0.0695727984
416	0.06949298729
417	0.06932090214
418	0.06926018297
419	0.06910179882
420	0.0690727918
421	0.06897157034
422	0.06889923017
423	0.0688169689
424	0.068670609
425	0.06843738397
426	0.06830756426
427	0.06829555746
428	0.06824365552
429	0.06805776296
430	0.0679712886
431	0.06785780926
432	0.06779554498
433	0.06759251024
434	0.06756580902
435	0.06741787038
436	0.06727027948
437	0.06716667703
438	0.06711162706
439	0.06692937888
440	0.06690842898
441	0.06677861173
442	0.06670833969
443	0.06661663491
444	0.06656007932
445	0.06647911874
446	0.06631562695
447	0.0661798378
448	0.06591547686
449	0.0656476721
450	0.06557432906
451	0.06542053685
452	0.06523726028
453	0.06512299473
454	0.06510688938
455	0.06505781969
456	0.06492341138
457	0.0648836196
458	0.06484874512
459	0.06479941936
460	0.0646411557
461	0.06461643608
462	0.06438850092
463	0.06424115303
464	0.06414166285
465	0.06405994673
466	0.06401806995
467	0.06391810987
468	0.0639048478
469	0.06373822846
470	0.06342086273
471	0.0632076498
472	0.06311567079
473	0.06302589086
474	0.06297542213
475	0.06288684662
476	0.0628451285
477	0.06279738875
478	0.06267596997
479	0.06250729022
480	0.06223378689
481	0.06214670778
482	0.06207594957
483	0.06199629009
484	0.06185052781
485	0.06167662526
486	0.06159450334
487	0.06152561633
488	0.06143684492
489	0.06141305293
490	0.06133773417
491	0.06132317437
492	0.06125997756
493	0.06119149796
494	0.06107936085
495	0.06095005383
496	0.06076075128
497	0.06066092629
498	0.06059292181
499	0.06046168228
